{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.001548832694981125), 'shap_norm_sq': np.float64(7.91974461574407e-05), 'weighted_error': np.float64(1.0082679710358016)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(9.982867474583224e-10), 'shap_norm_sq': np.float64(7.91974461574407e-05), 'weighted_error': np.float64(0.9999999946943743)}
{'sample_size': 32, 'difference': -16, 'noise': 0, 'n': 4, 'shap_error': np.float64(9.982867476241746e-10), 'shap_norm_sq': np.float64(7.91974461574407e-05), 'weighted_error': np.float64(0.9999999946943744)}
{'sample_size': 64, 'difference': -48, 'noise': 0, 'n': 4, 'shap_error': np.float64(9.98286747353227e-10), 'shap_norm_sq': np.float64(7.91974461574407e-05), 'weighted_error': np.float64(0.9999999946943744)}
{'sample_size': 128, 'difference': -112, 'noise': 0, 'n': 4, 'shap_error': np.float64(9.98286747454138e-10), 'shap_norm_sq': np.float64(7.91974461574407e-05), 'weighted_error': np.float64(0.9999999946943743)}
{'sample_size': 256, 'difference': -240, 'noise': 0, 'n': 4, 'shap_error': np.float64(9.982867474944539e-10), 'shap_norm_sq': np.float64(7.91974461574407e-05), 'weighted_error': np.float64(0.9999999946943742)}
{'sample_size': 512, 'difference': -496, 'noise': 0, 'n': 4, 'shap_error': np.float64(9.982867475152533e-10), 'shap_norm_sq': np.float64(7.91974461574407e-05), 'weighted_error': np.float64(0.9999999946943742)}
{'sample_size': 1024, 'difference': -1008, 'noise': 0, 'n': 4, 'shap_error': np.float64(9.982867474486709e-10), 'shap_norm_sq': np.float64(7.91974461574407e-05), 'weighted_error': np.float64(0.9999999946943743)}
{'sample_size': 1, 'difference': 5, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.25606752124914833), 'shap_norm_sq': np.float64(4.85652070122231e-06), 'weighted_error': np.float64(1.0753911433387964)}
{'sample_size': 2, 'difference': 4, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.25606752124914833), 'shap_norm_sq': np.float64(4.85652070122231e-06), 'weighted_error': np.float64(1.0753911433387964)}
{'sample_size': 4, 'difference': 2, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.08325536460090552), 'shap_norm_sq': np.float64(4.85652070122231e-06), 'weighted_error': np.float64(1.0245027787972913)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(3.139453056042846e-05), 'shap_norm_sq': np.float64(4.85652070122231e-06), 'weighted_error': np.float64(1.0000090037388403)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.016039301956437e-08), 'shap_norm_sq': np.float64(4.85652070122231e-06), 'weighted_error': np.float64(0.9999999977163219)}
{'sample_size': 32, 'difference': -16, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.0160393017278044e-08), 'shap_norm_sq': np.float64(4.85652070122231e-06), 'weighted_error': np.float64(0.9999999977163219)}
{'sample_size': 64, 'difference': -48, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.016039301995916e-08), 'shap_norm_sq': np.float64(4.85652070122231e-06), 'weighted_error': np.float64(0.9999999977163219)}
{'sample_size': 128, 'difference': -112, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.016039301565368e-08), 'shap_norm_sq': np.float64(4.85652070122231e-06), 'weighted_error': np.float64(0.999999997716322)}
{'sample_size': 256, 'difference': -240, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.0160393020514962e-08), 'shap_norm_sq': np.float64(4.85652070122231e-06), 'weighted_error': np.float64(0.9999999977163219)}
{'sample_size': 512, 'difference': -496, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.0160393019933889e-08), 'shap_norm_sq': np.float64(4.85652070122231e-06), 'weighted_error': np.float64(0.999999997716322)}
{'sample_size': 1024, 'difference': -1008, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.0160393015175036e-08), 'shap_norm_sq': np.float64(4.85652070122231e-06), 'weighted_error': np.float64(0.999999997716322)}
{'sample_size': 1, 'difference': 5, 'noise': 0, 'n': 4, 'shap_error': np.float64(7.65260681697192e-06), 'shap_norm_sq': np.float64(0.9782784240542208), 'weighted_error': np.float64(1.0438716943530801)}
{'sample_size': 2, 'difference': 4, 'noise': 0, 'n': 4, 'shap_error': np.float64(7.65260681697192e-06), 'shap_norm_sq': np.float64(0.9782784240542208), 'weighted_error': np.float64(1.0438716943530801)}
{'sample_size': 4, 'difference': 2, 'noise': 0, 'n': 4, 'shap_error': np.float64(0.4999525400305121), 'shap_norm_sq': np.float64(0.9782784240542208), 'weighted_error': np.float64(2866.7537129651573)}
{'sample_size': 8, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.713105931579615e-05), 'shap_norm_sq': np.float64(0.9782784240542208), 'weighted_error': np.float64(1.0982059116963232)}
{'sample_size': 16, 'difference': 0, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.6608584621142432e-13), 'shap_norm_sq': np.float64(0.9782784240542208), 'weighted_error': np.float64(0.9999999994294904)}
{'sample_size': 32, 'difference': -16, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.6608584614893268e-13), 'shap_norm_sq': np.float64(0.9782784240542208), 'weighted_error': np.float64(0.9999999994294904)}
{'sample_size': 64, 'difference': -48, 'noise': 0, 'n': 4, 'shap_error': np.float64(1.660858460904473e-13), 'shap_norm_sq': np.float64(0.9782784240542208), 'weighted_error': np.float64(0.9999999994294904)}
